Cospri Not Corrupted,https://www.pathofexile.com/trade/search/Harvest/DdXvC5,70,Exalted Orb,9ea37f9c-a831-4dbf-b2cc-b5b04f26f0da,1,never
Rumi Perfect Roll,https://www.pathofexile.com/trade/search/Harvest/Gl4Ze8sb,40,Chaos Orb,18efff25-6428-4b95-a6b1-c9f7adc3db13,1,never
